city_id,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
702,Stromness,GB,58.965,-3.296,48.16,87,100,10.0,light rain
703,Quelimane,MZ,-17.8786,36.8883,73.35,88,0,0.0,clear sky
704,Monteagudo,BO,-19.8167,-63.9833,65.8,85,94,3.6,overcast clouds
705,Bonoua,CI,5.2741,-3.595,82.02,89,100,4.97,light rain
706,Preston,GB,53.7667,-2.7167,56.93,69,97,4.0,overcast clouds
707,Mo I Rana,NO,66.3128,14.1428,43.32,94,75,3.44,light rain
708,San Jose Temascatio,MX,20.6833,-101.2667,93.25,12,64,18.05,broken clouds
709,Sassandra,CI,4.95,-6.0833,80.01,86,75,7.56,light rain
710,Benalla,AU,-36.55,145.9833,49.86,69,100,4.36,light rain
711,Oktyabrskoye,RU,43.0645,44.7417,48.34,93,100,8.95,light rain
712,Dargaville,NZ,-35.9333,173.8833,54.99,62,0,6.85,clear sky
713,Dzaoudzi,YT,-12.7887,45.2699,80.49,74,20,13.8,few clouds
714,Todos Santos,MX,23.45,-110.2167,77.14,44,0,7.52,clear sky
715,Nalut,LY,30.3333,10.85,65.73,49,94,22.12,overcast clouds
716,Oussouye,SN,12.485,-16.5469,82.58,64,3,11.83,clear sky
717,Ouesso,CG,1.6136,16.0517,76.64,77,45,2.57,scattered clouds
718,Laichingen,DE,48.4894,9.6861,61.72,82,100,3.04,overcast clouds
719,Kumbo,CM,6.2,10.6667,61.47,91,67,3.22,broken clouds

